"label","numbering","text","meta"
"JUDUL","NONE","BUPATI MALANG PROVINSI JAWA TIMUR PERATURAN DAERAH KABUPATEN MALANG NOMOR 2 TAHUN 2025 TENTANG PENGHORMATAN, PELINDUNGAN, DAN PEMENUHAN HAK PENYANDANG DISABILITAS","{'kategori_peraturan': 'PERATURAN PERUNDANG-UNDANGAN DAERAH', 'jenis_peraturan': 'PERATURAN DAERAH', 'instansi': 'PERATURAN DAERAH', 'nomor': '2', 'tahun': '2025', 'tentang': 'PENGHORMATAN, PELINDUNGAN, DAN PEMENUHAN HAK PENYANDANG DISABILITAS'}"
