"label","numbering","text","meta"
"JUDUL","NONE","BUPATI MALANG PROVINSI JAWA TIMUR PERATURAN DAERAH KABUPATEN MALANG NOMOR 1 TAHUN 2025 TENTANG PERUSAHAAN PERSEROAN DAERAH BANK PEREKONOMIAN RAKYAT ARTHA KANJURUHAN PEMERINTAH KABUPATEN MALANG BUPATI MALANG,","{'kategori_peraturan': 'PERATURAN PERUNDANG-UNDANGAN DAERAH', 'jenis_peraturan': 'PERATURAN DAERAH', 'instansi': 'PERATURAN DAERAH', 'nomor': '1', 'tahun': '2025', 'tentang': 'PERUSAHAAN PERSEROAN DAERAH BANK PEREKONOMIAN RAKYAT ARTHA KANJURUHAN PEMERINTAH KABUPATEN MALANG BUPATI MALANG,'}"
