"label","numbering","text"
"BATANG_TUBUH","1","Dalam Peraturan Badan ini yang dimaksud dengan: 1. Badan Pusat Statistik yang selanjutnya disebut Badan adalah lembaga pemerintah yang berada di bawah dan bertanggung jawab kepada Presiden dan mempunyai tugas melaksanakan tugas pemerintahan di bidang kegiatan statistik. 2. Klasifikasi Baku Lapangan Usaha Indonesia yang selanjutnya disingkat KBLI adalah pengelompokan aktivitas ekonomi di Indonesia yang menghasilkan produk/output, baik berupa barang maupun jasa ke dalam jenis lapangan usaha."
"BATANG_TUBUH","2","(1) Dengan Peraturan Badan ini ditetapkan KBLI. (2) KBLI sebagaimana dimaksud pada ayat (1) merupakan acuan standar dan alat koordinasi, integrasi, serta sinkronisasi penyelenggaraan statistik."
"BATANG_TUBUH","3","(1) KBLI sebagaimana dimaksud dalam Pasal 2 memuat kategori: a. A Pertanian, Kehutanan, dan Perikanan; b. B Pertambangan dan Penggalian; c. C Industri; d. D Penyediaan Listrik, Gas, Uap/Air Panas, dan Udara Dingin; e. E Penyediaan Air, Pengelolaan Air Limbah, Penanganan Limbah, dan Remediasi; f. F Konstruksi; g. G Perdagangan Besar dan Eceran; h. H Transportasi dan Penyimpanan; i. I Aktivitas Penyediaan Akomodasi dan Makan Minum j. J Aktivitas Penerbitan, Penyiaran, serta Produksi dan Distribusi Konten; k. K Aktivitas Telekomunikasi, Pemrograman Komputer, Konsultansi, Infrastruktur Komputasi, dan Jasa Informasi Lainnya; l. L Aktivitas Keuangan dan Asuransi; m. M Aktivitas Real Estat; n. N Aktivitas Profesional, Ilmiah, dan Teknis; o. O Aktivitas Administratif dan Penunjang Usaha; p. P Administrasi Pemerintahan dan Pertahanan, serta Jaminan Sosial Wajib; q. Q Pendidikan; r. R Aktivitas Kesehatan Manusia dan Aktivitas Sosial; s. S Kesenian, Olahraga, dan Rekreasi; t. T Aktivitas Jasa Lainnya; u. U Aktivitas Rumah Tangga sebagai Pemberi Kerja dan Aktivitas Produksi Barang dan Jasa oleh Rumah Tangga untuk Keperluan Sendiri yang Tidak Terdiferensiasi; dan v. V Aktivitas Badan Internasional dan Badan Ekstra Internasional Lainnya. (2) KBLI sebagaimana dimaksud pada ayat (1) tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Badan ini."
"BATANG_TUBUH","4","Penggunaan KBLI dalam kegiatan lain di luar kegiatan statistik dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan"
"BATANG_TUBUH","5","Pada saat Peraturan Badan ini mulai berlaku, seluruh penggunaan KBLI yang sudah ada pada masing-masing pengguna KBLI wajib menyesuaikan dengan ketentuan Peraturan Badan ini paling lambat 6 (enam) bulan sejak Peraturan Badan ini diundangkan."
"BATANG_TUBUH","6","Pada saat Peraturan Badan ini mulai berlaku, Peraturan Badan Pusat Statistik Nomor 2 Tahun 2020 tentang Klasifikasi Baku Lapangan Usaha Indonesia (Berita Negara Republik Indonesia Tahun 2020 Nomor 1084), dicabut dan dinyatakan tidak berlaku."
"BATANG_TUBUH","7","Peraturan Badan ini mulai berlaku pada tanggal diundangkan."
