"label","numbering","text","meta"
"JUDUL","NONE","PERATURAN BADAN PUSAT STATISTIK NOMOR 7 TAHUN 2025 TENTANG KLASIFIKASI BAKU LAPANGAN USAHA INDONESIA","{'kategori_peraturan': 'PERATURAN KEMENTERIAN / LEMBAGA', 'jenis_peraturan': 'PERATURAN BADAN PUSAT STATISTIK', 'instansi': 'PERATURAN BADAN PUSAT STATISTIK', 'nomor': '7', 'tahun': '2025', 'tentang': 'KLASIFIKASI BAKU LAPANGAN USAHA INDONESIA'}"
