page,text,x0,x1,top,bottom,page_width,page_height,font_name,font_size,line_center,page_center,center_score,left_ratio,width_ratio,is_all_caps
1,Provinsi dan Badan Pusat Statistik Kabupaten/Kota,198.48,524.3519999999999,847.675,859.675,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.41599999999994,297.7,0.10701377225394684,0.33335572724219015,0.5473160900235133,False
2,- 2 -,292.5,317.1,37.89999999999998,49.89999999999998,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,304.8,297.7,0.011924756466241221,0.49126637554585156,0.04131676184077935,False
2,(Berita Negara Republik Indonesia Tahun 2023 Nomor,198.48,524.2439999999999,72.72000000000003,84.72000000000003,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.36199999999997,297.7,0.10692307692307688,0.33335572724219015,0.5471346993617734,False
2,429) sebagaimana telah diubah dengan Peraturan,198.48,524.1159999999999,86.92000000000007,98.92000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.29799999999994,297.7,0.10681558616056426,0.33335572724219015,0.5469197178367482,False
2,Badan Pusat Statistik Nomor 3 Tahun 2025 tentang,198.48,524.1719999999999,100.92000000000007,112.92000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.32599999999996,297.7,0.10686261336916356,0.33335572724219015,0.5470137722539468,False
2,Perubahan atas Peraturan Badan Pusat Statistik Nomor,198.48,524.4599999999999,115.12,127.12,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.46999999999997,297.7,0.1071044675848169,0.33335572724219015,0.5474974806852535,False
2,5 Tahun 2023 tentang Organisasi dan Tata Kerja Badan,198.48,524.1479999999998,129.12,141.12,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.3139999999999,297.7,0.10684245885119234,0.33335572724219015,0.5469734632180043,False
2,Pusat Statistik Provinsi dan Badan Pusat Statistik,198.48,524.1239999999999,143.32000000000005,155.32000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.30199999999996,297.7,0.10682230433322133,0.33335572724219015,0.5469331541820623,False
2,Kabupaten/Kota (Berita Negara Republik Indonesia,198.48,524.3119999999999,157.32000000000005,169.32000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.39599999999996,297.7,0.10698018139066169,0.33335572724219015,0.5472489082969431,False
2,Tahun 2025 Nomor 683);,198.48,344.73599999999993,171.55000000000007,183.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,271.60799999999995,297.7,0.04382264024185429,0.33335572724219015,0.24564326503191122,False
2,5. Peraturan Badan Pusat Statistik Nomor 2 Tahun 2025,170.05,524.3399999999999,185.55000000000007,197.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,347.19499999999994,297.7,0.08312898891501504,0.28560631508229767,0.5950453476654348,False
2,tentang Organisasi dan Tata Kerja Badan Pusat Statistik,198.48,524.4,199.55000000000007,211.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.44,297.7,0.10705408128988916,0.33335572724219015,0.547396708095398,False
2,(Berita Negara Republik Indonesia Tahun 2025 Nomor,198.48,524.2439999999999,213.75,225.75,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,361.36199999999997,297.7,0.10692307692307688,0.33335572724219015,0.5471346993617734,False
2,676);,198.48,227.724,227.75,239.75,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,213.10199999999998,297.7,0.1420859926100101,0.33335572724219015,0.0491165602955996,False
2,MEMUTUSKAN:,300.1,394.3,255.95000000000005,267.95000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,347.20000000000005,297.7,0.08313738663083652,0.5040309035942224,0.15821296607322807,True
2,Menetapkan : PERATURAN BADAN PUSAT STATISTIK TENTANG,70.825,524.0619999999999,284.1700000000001,296.1700000000001,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,297.4435,297.7,0.0004308028216325442,0.11895364460866645,0.761231105139402,False
2,KLASIFIKASI BAKU LAPANGAN USAHA INDONESIA.,170.05,480.082,298.1700000000001,310.1700000000001,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,325.06600000000003,297.7,0.04596237823312067,0.28560631508229767,0.520712126301646,True
2,Pasal 1,325.1,366.908,326.37,338.37,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,346.004,297.7,0.08112865300638232,0.5460194827007054,0.07021834061135371,False
2,Dalam Peraturan Badan ini yang dimaksud dengan:,170.05,472.0899999999998,340.57000000000005,352.57000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,321.06999999999994,297.7,0.03925092374874026,0.28560631508229767,0.5072892173328851,False
2,1. Badan Pusat Statistik yang selanjutnya disebut Badan,170.05,521.6039999999997,354.57000000000005,366.57000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.8269999999999,297.7,0.08083137386630819,0.28560631508229767,0.590450117568021,False
2,adalah lembaga pemerintah yang berada di bawah dan,198.48,521.9159999999998,368.77,380.77,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.1979999999999,297.7,0.10496808867987896,0.33335572724219015,0.5432247228753776,False
2,bertanggung jawab kepada Presiden dan mempunyai,198.48,521.928,382.77,394.77,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.204,297.7,0.10497816593886466,0.33335572724219015,0.543244877393349,False
2,tugas melaksanakan tugas pemerintahan di bidang,198.48,521.8319999999999,396.80000000000007,408.80000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.15599999999995,297.7,0.10489754786698012,0.33335572724219015,0.5430836412495799,False
2,kegiatan statistik.,198.48,302.08799999999997,411.0,423.0,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,250.284,297.7,0.07963721867651999,0.33335572724219015,0.17401410816257976,False
2,2. Klasifikasi Baku Lapangan Usaha Indonesia yang,170.05,521.7959999999998,424.99999999999994,436.99999999999994,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.9229999999999,297.7,0.0809926100100771,0.28560631508229767,0.590772589855559,False
2,selanjutnya disingkat KBLI adalah pengelompokan,198.48,521.6279999999999,439.2,451.2,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.054,297.7,0.10472623446422571,0.33335572724219015,0.5427410144440711,False
2,aktivitas ekonomi di Indonesia yang menghasilkan,198.48,521.6879999999999,453.2,465.2,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.08399999999995,297.7,0.10477662075915345,0.33335572724219015,0.5428417870339266,False
2,"produk/output, baik berupa barang maupun jasa ke",198.48,521.9999999999999,467.4,479.4,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.23999999999995,297.7,0.10503862949277791,0.33335572724219015,0.5433658045011754,False
2,dalam jenis lapangan usaha.,198.48,365.4959999999999,481.4,493.4,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,281.98799999999994,297.7,0.026388982196842537,0.33335572724219015,0.2805105811219347,False
2,Pasal 2,325.1,366.908,509.61999999999995,521.6199999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,346.004,297.7,0.08112865300638232,0.5460194827007054,0.07021834061135371,False
2,(1) Dengan Peraturan Badan ini ditetapkan KBLI.,170.05,466.29599999999976,523.6199999999999,535.6199999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,318.1729999999999,297.7,0.03438528720188092,0.28560631508229767,0.49755794423916655,False
2,(2) KBLI sebagaimana dimaksud pada ayat (1) merupakan,170.05,521.8559999999998,537.8199999999999,549.8199999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.95299999999986,297.7,0.08104299630500483,0.28560631508229767,0.5908733624454144,False
2,"acuan standar dan alat koordinasi, integrasi, serta",198.48,521.8679999999999,551.8199999999999,563.8199999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.174,297.7,0.10492777964393683,0.33335572724219015,0.5431441048034933,False
2,sinkronisasi penyelenggaraan statistik.,198.48,424.6799999999999,566.02,578.02,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,311.5799999999999,297.7,0.02331205911991928,0.33335572724219015,0.37991266375545835,False
2,Pasal 3,325.1,366.908,594.02,606.02,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,346.004,297.7,0.08112865300638232,0.5460194827007054,0.07021834061135371,False
2,(1) KBLI sebagaimana dimaksud dalam Pasal 2 memuat,170.05,521.7239999999997,608.22,620.22,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.88699999999983,297.7,0.08093214645616366,0.28560631508229767,0.5906516627477322,False
2,kategori:,198.48,248.712,622.25,634.25,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,223.596,297.7,0.12446086664427274,0.33335572724219015,0.08436681222707423,False
2,"a. A Pertanian, Kehutanan, dan Perikanan;",198.48,462.5599999999999,636.45,648.45,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,330.5199999999999,297.7,0.05512260665099083,0.33335572724219015,0.4435337588176015,False
2,b. B Pertambangan dan Penggalian;,198.48,419.5159999999999,650.45,662.45,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,308.99799999999993,297.7,0.01897547866980172,0.33335572724219015,0.3712395028552233,False
2,c. C Industri;,198.48,289.724,664.65,676.65,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,244.10199999999998,297.7,0.09002015451797114,0.33335572724219015,0.15324823647967753,False
2,"d. D Penyediaan Listrik, Gas, Uap/Air Panas, dan",198.48,521.9239999999999,678.65,690.65,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.20199999999994,297.7,0.10497480685253603,0.33335572724219015,0.5432381592206917,False
2,Udara Dingin;,226.88,308.27599999999995,692.65,704.65,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,267.578,297.7,0.050591199193819304,0.38105475310715486,0.13670809539805168,False
2,"e. E Penyediaan Air, Pengelolaan Air Limbah,",198.48,522.0559999999999,706.8499999999999,718.8499999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.268,297.7,0.1050856567013772,0.33335572724219015,0.5434598589183741,False
2,"Penanganan Limbah, dan Remediasi;",226.88,442.508,720.8499999999999,732.8499999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,334.69399999999996,297.7,0.06213301981860929,0.38105475310715486,0.36215653342290893,False
2,f. F Konstruksi;,198.48,305.71999999999997,735.0699999999999,747.0699999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,252.09999999999997,297.7,0.0765871682902251,0.33335572724219015,0.1801142089351696,False
2,g. G Perdagangan Besar dan Eceran;,198.48,425.8999999999999,749.0699999999999,761.0699999999999,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,312.18999999999994,297.7,0.02433658045011749,0.33335572724219015,0.3819617064158548,False
2,h. H Transportasi dan Penyimpanan;,198.48,425.91199999999986,763.27,775.27,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,312.1959999999999,297.7,0.024346657709102996,0.33335572724219015,0.3819818609338258,False
2,i. I Aktivitas Penyediaan Akomodasi dan Makan,198.48,521.6719999999998,777.27,789.27,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.0759999999999,297.7,0.1047631844138393,0.33335572724219015,0.5428149143432983,False
2,Minum,226.88,268.352,791.27,803.27,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,247.61599999999999,297.7,0.08411823983876386,0.38105475310715486,0.06965401410816255,False
2,"j. J Aktivitas Penerbitan, Penyiaran, serta Produksi",198.48,521.936,805.48,817.48,595.4,935.4,BCDEEE+BookmanOldStyle,12.000000000000014,360.208,297.7,0.10498488411152174,0.33335572724219015,0.5432583137386632,False
2,dan Distribusi Konten;,226.88,358.868,819.48,831.48,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,292.874,297.7,0.008105475310715426,0.38105475310715486,0.22167954316425934,False
2,"k. K Aktivitas Telekomunikasi, Pemrograman",198.48,521.9119999999997,833.675,845.675,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.19599999999986,297.7,0.10496472959355034,0.33335572724219015,0.5432180047027203,False
2,"Komputer, Konsultansi, Infrastruktur Komputasi,",226.88,522.0079999999999,847.675,859.675,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,374.44399999999996,297.7,0.12889486059791733,0.38105475310715486,0.4956802149815249,False
3,- 3 -,271.1,295.7,37.89999999999998,49.89999999999998,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,283.4,297.7,0.024017467248908318,0.45532415183070213,0.04131676184077925,False
3,dan Jasa Informasi Lainnya;,226.88,392.09599999999995,72.72000000000003,84.72000000000003,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,309.48799999999994,297.7,0.019798454820288806,0.38105475310715486,0.277487403426268,False
3,l. L Aktivitas Keuangan dan Asuransi;,198.48,435.2959999999999,86.92000000000007,98.92000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,316.8879999999999,297.7,0.03222707423580774,0.33335572724219015,0.3977426939872353,False
3,m. M Aktivitas Real Estat;,198.48,358.71199999999993,100.92000000000007,112.92000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,278.59599999999995,297.7,0.03208599261001015,0.33335572724219015,0.2691165602955995,False
3,"n. N Aktivitas Profesional, Ilmiah, dan Teknis;",198.48,476.6839999999999,115.12,127.12,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,337.58199999999994,297.7,0.06698354047699018,0.33335572724219015,0.4672556264696002,False
3,o. O Aktivitas Administratif dan Penunjang Usaha;,198.48,505.5919999999998,129.12,141.12,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,352.0359999999999,297.7,0.09125965737319433,0.33335572724219015,0.5158078602620085,False
3,"p. P Administrasi Pemerintahan dan Pertahanan,",198.48,522.032,143.32000000000005,155.32000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.25600000000003,297.7,0.10506550218340618,0.33335572724219015,0.543419549882432,False
3,serta Jaminan Sosial Wajib;,226.88,388.85599999999994,157.32000000000005,169.32000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,307.86799999999994,297.7,0.017077594894188697,0.38105475310715486,0.2720456835740678,False
3,q. Q Pendidikan;,198.48,308.924,171.55000000000007,183.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,253.702,297.7,0.07389654014108162,0.33335572724219015,0.18549546523345647,False
3,r. R Aktivitas Kesehatan Manusia dan Aktivitas,198.48,522.008,185.55000000000007,197.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.244,297.7,0.10504534766543507,0.33335572724219015,0.5433792408464898,False
3,Sosial;,226.88,265.12399999999997,199.55000000000007,211.55000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,246.00199999999998,297.7,0.08682902250587841,0.38105475310715486,0.06423244877393344,False
3,"s. S Kesenian, Olahraga, dan Rekreasi;",198.48,438.7279999999999,213.75,225.75,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,318.6039999999999,297.7,0.03510917030567676,0.33335572724219015,0.40350688612697333,False
3,t. T Aktivitas Jasa Lainnya;,198.48,372.88399999999996,227.75,239.75,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,285.68199999999996,297.7,0.020184749748068574,0.33335572724219015,0.29291904601948265,False
3,u. U Aktivitas Rumah Tangga sebagai Pemberi Kerja,198.48,521.6959999999999,241.95000000000005,253.95000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.08799999999997,297.7,0.10478333893181051,0.33335572724219015,0.5428552233792406,False
3,dan Aktivitas Produksi Barang dan Jasa oleh,226.88,521.8759999999999,255.95000000000005,267.95000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,374.37799999999993,297.7,0.12878401074907617,0.38105475310715486,0.4954585152838426,False
3,Rumah Tangga untuk Keperluan Sendiri yang,226.88,522.0439999999999,270.15,282.15,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,374.46199999999993,297.7,0.12892509237487396,0.38105475310715486,0.4957406785354382,False
3,Tidak Terdiferensiasi; dan,226.88,376.99999999999994,284.1700000000001,296.1700000000001,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,301.93999999999994,297.7,0.007121263016459443,0.38105475310715486,0.25213301981860925,False
3,v. V Aktivitas Badan Internasional dan Badan Ekstra,198.48,521.8879999999999,298.1700000000001,310.1700000000001,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.18399999999997,297.7,0.10494457507557942,0.33335572724219015,0.5431776956667785,False
3,Internasional Lainnya.,226.88,357.48799999999994,312.37,324.37,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,292.18399999999997,297.7,0.009264360094054451,0.38105475310715486,0.21936177359758138,False
3,(2) KBLI sebagaimana dimaksud pada ayat (1) tercantum,170.05,522.036,326.37,338.37,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,346.043,297.7,0.08119415518978841,0.28560631508229767,0.5911756802149815,False
3,dalam Lampiran yang merupakan bagian tidak,198.48,522.0,340.57000000000005,352.57000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,360.24,297.7,0.10503862949277801,0.33335572724219015,0.5433658045011757,False
3,terpisahkan dari Peraturan Badan ini.,198.48,419.8679999999999,354.57000000000005,366.57000000000005,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,309.1739999999999,297.7,0.01927107826671134,0.33335572724219015,0.3718307020490425,False
3,Pasal 4,325.1,366.908,382.77,394.77,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,346.004,297.7,0.08112865300638232,0.5460194827007054,0.07021834061135371,False
3,Penggunaan KBLI dalam kegiatan lain di luar kegiatan,170.05,521.602,396.80000000000007,408.80000000000007,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.826,297.7,0.08082969432314416,0.28560631508229767,0.5904467584816929,False
3,statistik dilaksanakan sesuai dengan ketentuan peraturan,170.05,521.6619999999997,411.0,423.0,595.4,935.4,BCDEEE+BookmanOldStyle,12.0,345.8559999999999,297.7,0.08088008061807171,0.28560631508229767,0.590547531071548,False
