"label","numbering","text","meta"
"JUDUL","NONE","UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 12 TAHUN 2011 TENTANG PEMBENTUKAN PERATURAN PERUNDANG-UNDANGAN","{'kategori_peraturan': 'PERATURAN PERUNDANG-UNDANGAN PUSAT', 'jenis_peraturan': 'UNDANG-UNDANG', 'instansi': 'UNDANG-UNDANG', 'nomor': '12', 'tahun': '2011', 'tentang': 'PEMBENTUKAN PERATURAN PERUNDANG-UNDANGAN'}"
